"AED Serial Number",Model/Type,"School Location","School Name","School Code","Building Code",Region,"Is Cooling Center?",City,Zip,Floor,"Summer School?",Complete?,"Date Completed",Invoiced?,Recalled?,RMA?,"AED Location","Pads A","Pads B","Pediatric Pads","G 2005","Spare Battery Install Before Date",Battery,"Medical Director","Municipal Filing","Num Drills","Num Service Calls","Service History","Last Service Date","Trainer Name","# Trained","Contact Name","Contact Phone","Contact Email"
B18L-01942,FRX,"227 West 61 Street","West End Secondary School",03-M-291,,,N,Manhattan,10023,"kept in gym office",No,Yes,"2019-11-15 12:16:18",No,No,No,"Portable Sports",2026-02-01,2026-01-01,key,N,2028-05-01,2023-01-01,,,19,36,"Out with Coach: 2025-10-08 13:02:45",2025-04-25,"Peter Shikar",4,"Mary Kane","(718) 429-5162",mkane8@schools.nyc.gov
B18L-01948,,"31-51 21st Street","Q300 - Upper Divison -Inside IS 126",30-Q-304,,30Q300,N,"Long Island City",11106,"Emergency Medical Student Use",No,Yes,"2025-02-14 10:50:03",No,No,No,Portable,2028-05-01,2026-01-01,key,N,2031-06-01,2026-01-01,,,0,0,"shipped 2.29.2024 KS305950. this aed was requested for a different q300 site at 3151 21st st, colocated with IS 126 
update: this aed is now at the q300 that is colocated with is 126
Location updated per email w/ S. Ramishkun


this is q300s portable aed and theyre not here in the summer. not accessible today but ill replace pads in the fall (7/25)",2026-01-14,"Peter Shikar",1,"Pamela Asaro","(718) 726-0501",PAsaro3@schools.nyc.gov
B18L-01958,,"222 West 134 Street","St. Hope Leadership Academy Charter School",84-M-388,M092,,N,"New York",10030,,No,Yes,"2019-10-24 16:54:18",No,No,No,"Charter School Sports",2024-08-01,2024-08-01,,N,2024-08-01,,,,3,1,"shipped 7/15/19
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
",2022-08-04,"Taylor Litz",7,"Janaisia Pearson",212-283-1204,jpearson@sthopeharlem.org
B18L-01970,FRX,"220 Henry Street","Orchard Collegiate Academy",01-M-292,,,N,"New York",10002,,No,Yes,"2020-02-06 11:20:33",No,No,No,PSAL,2026-07-01,2026-07-01,key,N,2029-09-01,2024-11-01,,,24,22,"Out with Coach: 2022-12-16 13:29:07",2025-12-22,"Taylor Litz",6,"Daniel Ellis",212-406-9411,DEllis2@schools.nyc.gov
B18L-01982,,"154 West 93 Street","M.S. 256 Academic & Athletic Excellence",03-M-256,,10,N,"New York",10025,"Emergency Medical Student Use",No,Yes,"2025-01-15 13:51:06",No,No,No,"Portable Unit",2026-07-01,2026-07-01,key,N,2024-12-01,2019-08-01,,,30,19,"Out with Coach: 2022-12-16 13:29:07
shipped 3.13.2024 KS308241
Out with Coach: 2025-04-30 10:19:10",2025-10-07,"Taylor Litz",9,"Starrlynn Fikaris",212-222-2815,sfikaris@schools.nyc.gov
B18L-01987,FRX,"58-20 Utopia Parkway","Francis Lewis High School",26-Q-430,,3,N,"Fresh Meadows",11365,,No,Yes,"2020-01-13 16:12:28",No,No,No,PSAL,2026-07-01,2026-07-01,key,N,2024-08-01,2019-03-01,,,39,52,"Out with Coach: 2021-04-08 11:07:45
AED Marked Unavailable 

Out with Coach: 2023-12-12 11:00:02
Out with Coach: 2024-06-20 11:20:30",2026-01-21,"Steve Rizzo",24,"Greg Reo",718-281-8200,greo@schools.nyc.gov
B18L-01988,FRX,"225 East 23 Street","47 The American Sign Language And English School",02-M-047,,9,N,"New York",10010,,No,Yes,"2024-11-20 12:42:36",No,No,No,PSAL,2026-07-01,2026-07-01,,N,,2025-12-01,,,31,31,"Out with Coach: 2022-12-16 13:29:07
Out with Coach: 2024-06-25 12:28:01

shipped 3.4.2024 KS307074",2025-12-03,"Peter Shikar",7,"Elizabeth Khourouzian",917-326-6668,ekhourouzian@schools.nyc.gov
B18L-01992,,"56-10 214th Street","P.S. 390Q: The CIVIC School of Bayside Hills",26-Q-390,Q361,,N,"Bayside Hills",11364,"main entrance",No,Yes,"2020-10-14 14:08:03",No,No,No,"main entrance",2027-12-01,2026-02-01,key,N,2024-02-01,2025-10-01,,,11,14,,2025-10-23,"Steve Rizzo",2,"Melody A. Leib",516-388-7735,MLeib@schools.nyc.gov
B18L-01995,FRX,"425 West 123 Street","Columbia Secondary School",05-M-362,,CFN12,N,"New York",10027,,No,Yes,"2019-08-02 12:03:25",No,No,No,PSAL,2024-02-01,2024-02-01,,N,2024-10-01,2019-03-01,,,9,10,,2025-05-27,"Damian Carrera",4,"Lenice Nelson",2126661278,lenicenelson@columbia.org
B19B-00374,,"51 Christopher Avenue","Christopher Avenue Community School",23-K-401,K332,,N,Brooklyn,11212,,No,Yes,"2020-01-29 16:27:55",No,No,No,"AED outside room 329",2026-01-01,2026-01-01,key,N,2024-12-01,2024-12-01,,,14,12,"shipped 11.19.19 Delivered 11.23.19 signed for by Elmer Acosta
wall cabinet and aed not installed. currently kept in 321. advised school to install ASAP. 
Out with Coach: 2023-03-29 11:47:17
Out with Coach: 2023-03-29 11:47:17",2025-10-06,"Rodney Riddick",13,"Lisa Kernahan",718-495-5761,lkernahan@schools.nyc.gov
B19B-00385,,"461 West 131st Street","Success Academy Charter School - Harlem 6 [Grades K-1]",84-M-357,M389,HSACS,N,"New York",10027,"3rd floor",No,Yes,"2020-01-24 10:39:02",No,No,No,"outside room 305",2028-04-01,2026-01-01,key,N,2024-12-01,2025-12-01,,,3,4,"shipped 12.4.19",2025-12-17,"Damian Carrera",0,"Nya Crawford",646-569-5900,Nya.Crawford@SASchools.org
B19B-00407,,"15A Fairfield Street","P037R - Great Kills Campus (R089)",75-R-037,R089,75R037,N,"Staten Island",10308,"2nd floor",No,Yes,"2020-11-02 13:47:43",No,No,No,"outside room 201",2026-02-01,2026-02-01,key,N,2024-12-01,2019-10-01,,,12,14,"shipped 9.21.2020 KS139563",2025-11-25,"James Coponi",9,"Anthony Sarci",929-284-3570,asarci@schools.nyc.gov
B19B-00519,,"77 Sands Street, Floors 2-3","Edmund W. Gordon - Brooklyn Lab Charter School (Middle)",84-K-911,,84K911,N,Brooklyn,11201,,No,Yes,"2020-01-29 16:31:16",No,No,No,"5th Floor by elevator",2028-03-01,2026-07-01,key,N,2025-03-01,2019-08-01,,,17,20,"shipped 10.8.19 (AED Confirmation Receipt returned)",2026-01-07,"Jonathan Cruz",6,"Sterling Florant",646-526-7017,sflorant@bklabprep.org
B19F-02260,,"311 East 237 Street","P.S. 019 Judith K. Weiss",11-X-019,X019,2,N,Bronx,10470,3rd,No,Yes,"2021-05-25 09:13:17",No,No,No,"outside room 357",2026-07-01,2026-07-01,key,N,2030-11-01,2025-11-01,,,39,22,"shipped 9.24.2020 KS139745
",2025-11-20,"Kevin Kelly",15,"Avgerine Katechis",718-324-1924,akatechis@schools.nyc.gov
B19F-02280,,"233 East 56 Street","P.S. 059 Beekman Hill International",02-M-059,,9,N,"New York",10022,,No,Yes,"2020-11-20 13:49:35",No,No,No,"Main Entrance",2026-07-01,2026-07-01,key,N,2024-12-01,,,,35,27,,2025-11-19,"Taylor Litz",9,"Annie Bochner","646- 231-6100",abochner@schools.nyc.gov
B19F-02401,,"2760 Briggs Avenue","P.S. 046 Edgar Allan Poe",10-X-046,X046,10x046,N,Bronx,10458,"3rd floor",No,Yes,"2020-01-30 13:51:32",No,No,No,"outside room 324",2026-07-01,2026-07-01,key,N,2030-11-01,2025-10-01,,,38,22,"shipped 12.9.19 (AED Confirmation Receipt returned)Delivered 12.11.19 signed for by Jessica Rivera",2025-10-30,"Kevin Kelly",14,"Nitza Gonzalez-Bellamy","718 584 4450",ngonzal10@schools.nyc.gov
B20D-00604,,"1504 Macombs Rd","KIPP All Macombs (Middle)",84-X-617,,KIPP,N,Bronx,10452,"rooftop area",No,Yes,"2024-02-14 14:31:55",No,No,No,"Portable kept in 419",2028-04-01,2026-01-01,key,N,2027-10-01,2022-10-01,,,0,1,,2026-03-02,"Kevin Kelly",8,"Christina Matias",9178867742,cmatias-espaillat@kippnyc.org
B20D-00616,,"2630 Benson Avenue","High School of Sports Management",21-K-348,,LEC,N,Brooklyn,11214,,No,Yes,"2023-06-14 12:19:53",No,No,No,PSAL,2028-04-01,2028-04-01,key,N,2027-10-01,2022-09-01,,,34,33,,2026-01-22,"David Cirillo",6,"Stanislaw Kaps",718-333-7650,skaps@schools.nyc.gov
B20D-00648,,"43 West 22 Street","Manhattan Village Academy",02-M-439,,9,N,"New York",10010,,No,Yes,"2024-06-27 12:56:21",No,No,No,PSAL,2026-07-01,2026-07-01,key,N,2026-02-01,,,,37,31,"Out with Coach: 2023-04-20 10:15:08
Out with Coach: 2023-11-22 12:25:56
Out with Coach: 2023-11-22 12:25",2025-12-03,"Peter Shikar",7,"Chris Franzese",212-242-8752,CFranzese2@schools.nyc.gov
B20D-02326,,"501 West 165th Street","Gregorio Luperon High School for Science and Math",06-M-552,,,N,"New York",10032,,No,Yes,"2022-05-23 16:58:26",No,No,No,PSAL,2026-07-01,2026-07-01,,N,2029-09-01,2024-11-01,,,37,23,"shipped 3.24.2022 KS205811
delivered 3.25.2022 and signed for by Doreen Buch
Out with Coach: 2023-03-27 10:33:00
Out with Coach: 2025-11-24 12:34:43",2025-06-13,"Peter Shikar",9,"Janice Alejandro",212-928-1202,jalejandro@schools.nyc.gov
B20D-02327,,"2760 Briggs Avenue","P.S. 046 Edgar Allan Poe",10-X-046,X046,10x046,N,Bronx,10458,,No,Yes,"2022-11-18 12:38:18",No,No,No,"main entrance",2026-07-01,2026-07-01,key,N,2025-03-01,2022-01-01,,,38,22,"shipped 10.6.2022 KS229026",2025-10-30,"Kevin Kelly",14,"Nitza Gonzalez-Bellamy","718 584 4450",ngonzal10@schools.nyc.gov
B20D-02328,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-08-05 11:15:54",No,No,No,"MSAL  Zane Holmes",2026-02-01,2026-02-01,,N,2025-09-01,,,,0,2,,2025-12-15,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02330,,"214-43 35 Avenue","P.S. 041 Crocheron",26-Q-041,Q041,3,N,Bayside,11361,,No,Yes,"2023-05-01 11:49:21",No,No,No,"Main Entrance",2026-02-01,2026-02-01,key,N,2028-05-01,2023-09-01,,,38,23,"Replaced Event AED B11D-02116 5-1-23",2025-10-10,"Steve Rizzo",12,"Joseph Ferrara","718 423-8333",JFerrara3@schools.nyc.gov
B20D-02331,,"1550 Vyse Avenue","Fairmont Neighborhood School",12-X-314,X050,,N,Bronx,10460,"4th floor ",No,Yes,"2022-11-28 10:38:34",No,No,No,"Outside Rm 401",2026-07-01,2026-07-01,key,N,2028-05-01,2022-11-01,,,21,20,"shipped 9.30.2022 KS228392",2025-10-21,"Damian Carrera",16,"Ofelia Palacio",17188605210,opalacio@schools.NYC.gov
B20D-02332,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-08-05 11:16:43",No,No,No,"MSAL  Zane Holmes",2024-08-01,2024-03-01,,N,2025-09-01,,,,0,2,"shipped 3.23.2022 KS205772",2022-08-04,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02333,,"760 Van Siclen Ave","East New York Family Academy",19-K-409,K599,,N,Brooklyn,11207,"3rd floor",No,Yes,"2022-05-25 14:27:48",No,No,No,"3rd floor outside stairway A",2026-07-01,2026-01-01,key,N,2025-03-01,,,,37,25,,2025-09-10,"Rodney Riddick",12,"Marlon Oudkerk",3475250127,moudkerk@schools.nyc.gov
B20D-02335,,"3961 Hillman Avenue","P.S. 095 Sheila Mencher",10-X-095,,,N,Bronx,10463,,No,Yes,"2022-06-22 14:02:28",No,No,No,MSAL,2028-04-01,2028-04-01,,N,2025-08-01,,,,42,27,"shipped 3.23.2022 KS205768
delivered 3.25.2022 and signed for by a hunter",2023-07-11,"Damian Carrera",17,"Cecily Ginel","718 796 9200",cginel@schools.nyc.gov
B20D-02336,,"1910 Arthur Avenue","Zeta Charter School - Tremont Park",84-X-632,,ZETACHAR,N,Bronx,10457,"7th floor",No,No,,No,No,No,"Main Entrance",2028-04-01,2026-02-01,key,N,2025-05-01,2022-08-01,,,12,13,"KS167428 

AED Marked Unavailable 
",2026-03-02,"Damian Carrera",7,"Edward MacEnulty",9083582281,edward.macenulty@zetaschoolsnyc.org
B20D-02337,,"888 Rev J A Polite Ave","The Longwood Academy of Discovery",08-X-333,X060,2,N,Bronx,10459,,No,Yes,"2022-11-18 11:42:42",No,No,No,"main entrance",2026-07-01,2026-07-01,key,N,2025-03-01,2022-10-01,,,37,23,"shipped 10.6.2022 KS229024",2025-11-12,"Kevin Kelly",1,"Michael Sonnichsen",,msonnichsen@schools.nyc.gov
B20D-02338,,"59-09 St. Felix Avenue","P.S. 068 Cambridge",24-Q-068,Q068,4,N,Ridgewood,11385,,No,Yes,"2021-10-26 14:08:56",No,No,No,"Outside Room 233",2026-02-01,2026-01-01,key,N,2025-03-01,2025-09-01,,,40,24,"shipped 9.14.2021 KS169693
delivered 9.15.2021 and signed for cari g
",2025-09-10,"Peter Shikar",12,"Kathleen Trenchfield",718-821-7246,ktrenchfield@schools.nyc.gov
B20D-02339,,"650 Grand Concourse","Rosalyn Yalow Charter School",84-X-486,XAJG,,N,Bronx,10451,,No,Yes,"2022-05-24 13:39:40",No,No,No,"Main Entrance",2028-04-01,2026-01-01,key,N,2025-02-01,2021-09-01,,,28,25,"shipped 8.27.2021 KS168309",2026-01-14,"Damian Carrera",13,"Monique Evans","914-330-6197 cell",monique.evans@yalowcharter.org
B20D-02340,,"8787 24 Avenue","I.S. 281 Joseph B Cavallaro",21-K-281,K281,7,N,Brooklyn,11214,,No,Yes,,No,No,No,"outside room 345",2026-07-01,2026-07-01,key,N,2028-05-01,2023-03-01,,,40,21,"Serviced 5/15/25 - NB",2025-10-22,"David Cirillo",14,"Jacquelyn Wiederhold",718-996-6706,JWiederhold@schools.nyc.gov
B20D-02341,,"21-16 44th Road","Information Technology High School",30-Q-502,,4,N,"Long Island City",11101,,No,Yes,"2022-02-02 15:12:14",No,No,No,PSAL,2026-02-01,2026-02-01,,N,2025-02-01,2022-01-01,,,43,48,"shipped 7.23.2021 DDS15859705
Out with Coach: 2022-06-02 13:14:24
Out with Coach: 2022-06-02 13:14:24
Out with Coach: 2023-12-18 10:06:16",2025-11-12,"Peter Shikar",11,"Geoffe Serrano",718-937-4270,gserrano@schools.nyc.gov
B20D-02342,,"525 E Houston Street","Bard High School Early College",01-M-696,,,N,"New York",10002,,No,Yes,"2022-01-04 13:24:46",No,No,No,PSAL,2026-02-01,2026-02-01,key,N,2024-12-01,,,,36,46,"Out with Coach: 2021-11-17 13:55:38
AED Marked Unavailable 
shipped 5.4.2021 KS152796


Out with Coach: 2022-10-26 11:27:47
Out with Coach: 2023-03-16 12:13:13
Out with Coach: 2023-12-01 10:57:28",2025-11-20,"Taylor Litz",2,"Brian Pew",2129958479,bpew@schools.nyc.gov
B20D-02343,,"690 East 183 Street","P.S. 032 Belmont",10-X-032,X032,1,N,Bronx,10458,,No,Yes,"2022-11-18 16:14:31",No,No,No,"main entrance",2026-07-01,2026-07-01,key,N,2023-05-01,2020-06-01,,,38,29,"shipped 10.6.2022 KS229025",2025-10-24,"Kevin Kelly",12,"RHONDA STIGLIANO","(718) 584-3683",RSTIGLI@SCHOOLS.NYC.GOV
B20D-02344,FRX,"100 Amsterdam Avenue","Fiorello H. LaGuardia High School of Music & Art and Performing Arts",03-M-485,,,N,"New York",10023,,No,Yes,"2025-01-07 13:55:13",No,No,No,PSAL,2026-07-01,2026-07-01,key,N,2025-02-01,2021-09-01,,,43,53,"Previously missing, seen 12/2024, NI94579",2025-11-18,"Peter Shikar",8,"Gregory Brummel","212 496 0700",gbrumme@schools.nyc.gov
B20D-02345,,"2024 Mohegan Avenue","P.S. 067 Mohegan School",12-X-067,X067,2,N,Bronx,10460,,No,Yes,"2022-10-14 15:11:28",No,No,No,"Outside Rm 415",2028-04-01,2026-01-01,key,N,2024-12-01,2022-10-01,,,36,28,"main battery reinstalled 10/2022 RC",2026-03-03,"Damian Carrera",13,"Carmen Noriega",(718)823-4101,CNorieg@schools.nyc.gov
B20D-02346,,"3010 Briggs Avenue","P.S. 008 Isaac Varian",10-X-008,X008,1,N,Bronx,10458,,No,Yes,"2022-11-18 12:24:54",No,No,No,"Main Entrance",2028-04-01,2025-11-01,key,N,,2025-12-01,,,39,24,"shipped 10.6.2022 KS229022 need new wall cabinet latch is broken  please send a new cabinet and sign",2025-12-11,"Kevin Kelly",8,"Claudia Tahiraj","718 584 3043",ctahira@schools.nyc.gov
B20D-02347,,"2365 Waterbury Avenue","P.S./M.S. 194",11-X-194,X194,2,N,Bronx,10462,"2nd floor",No,Yes,"2022-10-21 11:37:02",No,No,No,"Outside Gym",2026-07-01,2026-07-01,key,N,2028-10-01,2024-07-01,,,38,28,"Main battery reinstalled 10.2022
shipped 9.30.2022 KS228387",2025-11-20,"Damian Carrera",17,"Davina Ruiz","(718) 892-5270",druiz3@schools.nyc.gov
B20D-02348,,"1245 Washington Avenue","P.S. 132 Garret A. Morgan",09-X-132,X132,1,N,Bronx,10456,,No,Yes,"2022-11-18 16:24:42",No,No,No,"main entrance",2026-07-01,2026-07-01,key,N,2023-05-01,,,,41,22,"shipped 10.6.2022 KS229037",2025-10-01,"Damian Carrera",8,"Wendy Reyez",718-681-6455,"wreyes8@schools.nyc.gov "
B20D-02349,,"1500 East 92 Street","P.S. 115 Daniel Mucatel School",18-K-115,K115,,N,Brooklyn,11236,"3rd floor",No,Yes,"2021-12-08 14:53:43",No,No,No,"outside 346",2028-04-01,2026-01-01,key,N,2026-05-01,2022-07-01,,,36,22,"Shipped 1.28.2021 KS144815",2026-01-15,,6,"Heather Fins",718-241-1000,hfins@schools.nyc.gov
B20D-02350,,"1-35 57th Avenue","P.S. 384 - Hunters Point Elementary",30-Q-384,Q375,,N,"Long Island City",11101,,No,Yes,"2022-02-01 16:40:33",No,No,No,"main entrance",2028-05-01,2026-02-01,key,N,2025-03-01,2022-01-01,,,14,15,"shipped 9.9.2021  KS168550
delivered on 9.13.2021 and signed for by m m quitlaw",2026-02-11,"Peter Shikar",11,"Christine Britton",718-391-4667,cbritton2@schools.nyc.gov
B20D-02351,,"1910 Arthur Avenue","Zeta Charter School - Tremont Park",84-X-632,,ZETACHAR,N,Bronx,10457,,No,Yes,"2022-02-01 13:08:25",No,No,No,"7th floor Outside Elevators",2028-04-01,2026-02-01,key,N,2025-02-01,2021-08-01,,,12,13,"KS167428 

AED Marked Unavailable 
",2026-03-02,"Damian Carrera",7,"Edward MacEnulty",9083582281,edward.macenulty@zetaschoolsnyc.org
B20D-02352,,"875 Williams Avenue","The Fresh Creek School",19-K-325,K260,,N,Brooklyn,11207,"3rd floor",No,Yes,"2021-12-23 13:47:56",No,No,No,"inside room 208",2026-07-01,2026-07-01,key,N,2028-08-01,,,,25,16,,2025-09-15,"Rodney Riddick",9,"lisa goodson",718-272-1843,lgoodson@schools.nyc.gov
B20D-02354,,"2280 Aqueduct Avenue","I.S. 206 Ann Mersereau",10-X-206,X206,1,N,Bronx,10468,,No,Yes,"2022-10-19 10:40:21",No,No,No,"Main Entrance",2026-07-01,2026-07-01,key,N,2027-10-01,2022-10-01,,,40,23,"shipped 9.30.2022 KS228402
main battery reinstalled 10/2022 RC",2025-10-27,"Damian Carrera",7,"Rafael Cabral","718 584 1570",dneering@schools.nyc.gov
B20D-02355,,"33-34 80 Street","I.S. 145 Joseph Pulitzer",30-Q-145,Q145,4,N,"Jackson Heights",11372,"3rd Floor",No,Yes,,No,No,No,"Outside Rm 323",2026-02-01,2026-02-01,key,N,2028-05-01,2022-02-01,,,41,30,,2025-11-03,"Peter Shikar",17,"Robert Wisnewski",718-457-1242,rwisnew@schools.nyc.gov
B20D-02356,,"160-05 Highland Avenue","Hillcrest High School",28-Q-505,,,N,Jamaica,11432,,No,Yes,"2022-03-14 14:34:50",No,No,No,PSAL,2026-07-01,2026-07-01,,N,2025-02-01,,,,41,42,"Out with Coach: 2022-12-12 15:08:25
Out with Coach: 2024-01-30 10:42:33
Out with Coach: 2025-01-15 10:28:52
Out with Coach: 2025-06-18 11:12:34",2024-06-24,"Steve Rizzo",15,"Ebers Beauzile",7186585407,ebeauzile@schools.nyc.gov
B20D-02357,,"2055 Mapes Avenue","M.S. 129 Academy for Independent Learning and Leadership",12-X-129,X129,,N,Bronx,10460,,No,Yes,"2022-10-14 15:05:15",No,No,No,"Main Entrance",2028-04-01,2026-07-01,2026-07-01,N,2024-12-01,2022-10-01,,,22,13,"main battery reinstalled 10/.2022 RC",2026-02-11,"Damian Carrera",7,"Jason Reyes","718 933 5976",jreyes01@schools.nyc.gov
B20D-02358,,"2080 Cruger Avenue","P.S. 105 Sen Abraham Bernstein",11-X-105,X105,2,N,Bronx,10462,,No,Yes,"2022-10-19 13:14:57",No,No,No,"Main Office",2026-07-01,2026-07-01,key,N,2028-05-01,2023-03-01,,,38,27,"shipped 9.30.2022 KS228389
Main battery reinstalled 10/2022",2025-11-05,"Damian Carrera",13,"Danielle Giannotto","718 824 7350",dgianotto@schools.nyc.gov
B20D-02359,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-08-05 11:17:49",No,No,No,"MSAL  Zane Holmes",2026-02-01,2026-02-01,,N,2025-09-01,,,,0,2,"shipped 3.23.2022 KS205772",2024-03-08,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02360,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-08-05 11:18:40",No,No,No,"MSAL  Zane Holmes",2026-02-01,2026-02-01,,N,2025-09-01,,,,0,2,"shipped 3.23.2022 KS205772",2025-12-15,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02361,,"549 Audubon Avenue","High School for Law and Public Service",06-M-467,,,N,"New York",10040,,No,Yes,"2023-02-15 11:31:35",No,No,No,PSAL,2028-04-01,2026-05-01,,N,2031-04-01,2025-12-01,,,23,22,"shipped 10.6.2022 KS229016
Out with Coach: 2024-04-19 12:32:29
Out with Coach: 2024-04-19 12:32:29",2025-12-16,"Taylor Litz",10,"Jodie Ferguson",212-927-2380,jferguson3@schools.nyc.gov
B20D-02362,,"400 East Fordham Road","Jonas Bronck Academy",10-X-228,,,N,Bronx,10458,"4th Floor",No,Yes,"2025-11-18 12:59:14",No,No,No,PSAL,2026-07-01,2026-07-01,key,N,2028-11-01,2025-09-01,,,42,26,"shipped 10.6.2022 KS229030 NI 10-19-21
Out with Coach: 2025-10-28 11:41:58
Out with Coach: 2025-10-28 11:41:58",2025-10-29,"Kevin Kelly",14,"Giselle Fortiche",718-365-2502,gfortiche@ms228.org
B20D-02363,,"2441 Wallace Avenue","Bronx Green Middle School",11-X-326,X135,,N,Bronx,10467,,No,Yes,"2023-03-27 15:19:56",No,No,No,"Main Entrance",2026-07-01,2026-07-01,key,N,2028-05-01,2022-09-01,,,19,13,,2025-09-26,"Damian Carrera",14,"Emily Becker",718-325-6593,
B20D-02364,,"3050 Webster Avenue","P.S./M.S. 20 P.O.George J. Werdann, III",10-X-020,X020,,N,Bronx,10467,,No,Yes,"2022-10-14 12:50:53",No,No,No,"Third Floor In front of elevators",2026-07-01,2026-07-01,key,N,2028-08-01,2023-08-01,,,40,22,"Battery reinstalled 10/2022
shipped 9.30.2022 KS228386",2025-09-11,"Damian Carrera",12,"Izabela Kaczmarek","718 584 5510",ikaczmarek@schools.nyc.gov
B20D-02365,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-06-22 14:03:14",No,No,No,"MSAL -  Jason Bissonette ",2024-08-01,2024-02-01,,N,,2025-09-01,,,0,2,"shipped 3.23.2022 KS205768
delivered 3.25.2022 and signed for by a hunter",2023-07-11,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02371,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-06-22 14:04:00",No,No,No,"MSAL -  Jason Bissonette ",2024-08-01,2024-05-01,,N,2025-09-01,,,,0,2,"shipped 3.23.2022 KS205768
delivered 3.25.2022 and signed for by a hunter",2022-06-22,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02372,,"2555 Tratman Avenue","P012X - Lewis and Clark School (X012)",75-X-012,X012,75,N,Bronx,10461,,No,Yes,"2022-10-21 11:29:29",No,No,No,"Main Entrance",2028-03-01,2028-03-01,key,N,2025-02-01,2021-06-01,,,39,24,"shipped 9.30.2022 KS228383
main battery reinstalled 10.2022 RC",2025-11-07,"Damian Carrera",8,"Dr. Kuvana Jones",718-409-9040,KJones7@schools.NYC.gov
B20D-02373,,"900 Tinton Avenue","New Visions Charter High School for Advanced Math and Science II",84-X-202,X650,NVCH,N,Bronx,10456,"first floor",No,Yes,"2022-11-22 11:43:46",No,No,No,"Main Entrance",2026-02-01,2026-02-01,key,N,2022-05-01,2027-10-01,,,16,20,"shipped 10.6.2022 KS229020",2025-10-06,"Damian Carrera",12,"Steven Rodriguez",13476387322,Srodriguez617@charter.newvisions.org
B20D-02374,,"2760 Briggs Avenue","P.S. 046 Edgar Allan Poe",10-X-046,X046,10x046,N,Bronx,10458,"4th floor",No,Yes,"2022-11-18 12:40:05",No,No,No,"Outside room 440",2026-07-01,2026-07-01,key,N,2024-12-01,2020-06-01,,,38,22,"shipped 10.6.2022 KS229026",2025-10-30,"Kevin Kelly",14,"Nitza Gonzalez-Bellamy","718 584 4450",ngonzal10@schools.nyc.gov
B20D-02375,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-10-13 16:18:45",No,No,No,"MSAL  Zane Holmes",2026-02-01,2026-02-01,,N,2025-09-01,,,,0,2,"shipped 3.23.2022 KS205772",2025-12-15,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02376,,"74-20 Common Wealth Boulevard","Queens High School of Teaching, Liberal Arts and the Sciences",26-Q-566,,,N,Bellerose,11426,,No,Yes,"2022-05-23 14:49:06",No,No,No,PSAL,2026-07-01,2026-07-01,key,N,2028-12-01,2025-05-01,,,37,43,"shipped 2.17.2022 KS202158
Out with Coach: 2023-10-31 12:37:52",2025-05-23,"Pier Campbell",16,"Anthony Abicca",,aabicca@schools.nyc.gov
B20D-02377,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-06-22 14:04:56",No,No,No,"MSAL -  Jason Bissonette ",2024-08-01,2024-03-01,,N,2025-09-01,,,,0,2,"shipped 3.23.2022 KS205768
delivered 3.25.2022 and signed for by a hunter",2023-07-11,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02378,,"3630 Third Avenue","Frederick Douglass III Secondary School",09-X-517,X148,,N,Bronx,10456,"4th floor",No,Yes,"2022-11-11 16:06:58",No,No,No,"Outside room 438",2026-05-01,2026-07-01,key,N,2028-05-01,2023-10-01,,,14,11,"shipped 10.6.2022 KS229017",2025-10-06,"Damian Carrera",13,"Takeisha Babb",718-538-9726,tbabb2@schools.nyc.gov
